pt,country_group,n_sims,median_risk_observed,lower_95_observed,upper_95_observed,median_risk_corrected,lower_95_corrected,upper_95_corrected,n_exposed
Anorexia,Germany,1000,0.08379534241414516,0.05533181457585498,0.12196979412743103,0.495737427617087,0.16737784405656864,1.135700583416511,173366895
Emesis,Germany,1000,0.07081296542040436,0.046759279923257735,0.10307306545980086,0.41893303742289045,0.14144606539991716,0.9597469719012769,173366895
Anaemia,Germany,1000,0.06845253323972421,0.04520063725914914,0.09963729661114083,0.40496860284212743,0.13673119655325325,0.9277554061712344,173366895
Pruritus,Germany,1000,0.06609210105904406,0.04364199459504055,0.09620152776248081,0.3910041682613644,0.13201632770658936,0.8957638404411917,173366895
Seizure,Germany,1000,0.06550199301387404,0.0432523339290134,0.09534258555031579,0.38751305961617366,0.13083761049492337,0.8877659490086811,173366895
Hyperactivity,Germany,1000,0.059010804517003634,0.038966066602714775,0.08589422121650073,0.34911086451907536,0.11787172116659765,0.7997891432510642,173366895
Malaise,Germany,1000,0.05783058842666356,0.03818674527066048,0.08417633679217071,0.34212864722869385,0.11551428674326568,0.7837933603860427,173366895
Recumbency,Germany,1000,0.05192950797496319,0.03429013861038901,0.07558691467052064,0.3072175607767863,0.10372711462660592,0.7038144460609363,173366895
NA,Germany,1000,0.05074929188462313,0.033510817278334715,0.07386903024619063,0.3002353434864048,0.10136968020327396,0.6878186631959151,173366895
Increased blood urea nitrogen (BUN) or creatinine,Germany,1000,0.04838885970394298,0.03195217461422612,0.07043326139753059,0.2862709089056418,0.09665481135661007,0.6558270974658725,173366895
Tachypnoea,Germany,1000,0.046618535568432866,0.030783192616144674,0.06785643476103559,0.2757975829700695,0.09311865972161215,0.6318334231683407,173366895
Behavioural disorder NOS,Germany,1000,0.04484821143292276,0.02961421061806323,0.06527960812454055,0.26532425703449725,0.08958250808661421,0.6078397488708086,173366895
Elevated liver enzymes,Germany,1000,0.03953723902639243,0.026107264623818897,0.05754912821505548,0.2339042792277805,0.07897405318162042,0.5358587259782129,173366895
Dermatitis and eczema,Germany,1000,0.03894713098122239,0.02571760395779175,0.05669018600289048,0.23041317058258975,0.07779533596995444,0.5278608345457023,173366895
Tremor,Germany,1000,0.037766914890882325,0.024938282625737457,0.054972301578560465,0.22343095329220822,0.0754379015466225,0.5118650516806811,173366895
Musculoskeletal disorder NOS,Germany,1000,0.037176806845712285,0.02454862195971031,0.054113359366395455,0.2199398446470175,0.07425918433495651,0.5038671602481704,173366895
Hyperthermia,Germany,1000,0.03068561834884189,0.020262354633411684,0.044664995032580375,0.1815376495499192,0.06129329500663077,0.4158903544905534,173366895
Elevated pancreatic enzymes,Germany,1000,0.028325186168161744,0.01870371196930309,0.041229226183920345,0.16757321496915617,0.05657842615996687,0.3838987887605108,173366895
Anxiety,Germany,1000,0.026554862032651637,0.01753472997122165,0.038652399547425324,0.1570998890335839,0.053042274524968944,0.35990511446297885,173366895
Internal ear disorder,Germany,1000,0.025374645942311563,0.016755408639167357,0.03693451512309531,0.1501176717432024,0.05068484010163698,0.34390933159795756,173366895
Alopecia,Germany,1000,0.02419442985197149,0.01597608730711306,0.035216630698765294,0.1431354544528209,0.048327405678305034,0.32791354873293627,173366895
Disorientation,Germany,1000,0.021833997671291343,0.014417444643004467,0.031780861850105264,0.1291710198720579,0.04361253683164113,0.29592198300289374,173366895
Arthritis,Germany,1000,0.021243889626121306,0.01402778397697732,0.03092191963794026,0.12567991122686714,0.042433819619975145,0.28792409157038307,173366895
Elevated symmetrical dimethylarginine (SDMA),Germany,1000,0.019473565490611196,0.012858801978895875,0.02834509300144524,0.11520658529129488,0.03889766798497722,0.26393041727285116,173366895
Other abnormal test result NOS,Germany,1000,0.019473565490611196,0.012858801978895875,0.02834509300144524,0.11520658529129488,0.03889766798497722,0.26393041727285116,173366895
Vocalisation,Germany,1000,0.019473565490611196,0.012858801978895875,0.02834509300144524,0.11520658529129488,0.03889766798497722,0.26393041727285116,173366895
Paresis,Germany,1000,0.018883457445441162,0.012469141312868729,0.027486150789280232,0.11171547664610411,0.03771895077331125,0.25593252584034054,173366895
Pancreatitis,Germany,1000,0.018293349400271126,0.01207948064684158,0.026627208577115227,0.10822436800091337,0.03654023356164526,0.24793463440782984,173366895
Reluctant to move,Germany,1000,0.01770324135510109,0.011689819980814434,0.025768266364950214,0.10473325935572261,0.03536151634997929,0.23993674297531922,173366895
Decreased urine concentration,Germany,1000,0.017113133309931052,0.011300159314787285,0.024909324152785208,0.10124215071053186,0.03418279913831331,0.2319388515428086,173366895
Collapse NOS,Germany,1000,0.016523025264761015,0.010910498648760137,0.024050381940620202,0.0977510420653411,0.03300408192664734,0.22394096011029793,173366895
Elevated serum alkaline phosphatase (ALP),Germany,1000,0.016523025264761015,0.010910498648760137,0.024050381940620202,0.0977510420653411,0.03300408192664734,0.22394096011029793,173366895
Hypersalivation,Germany,1000,0.016523025264761015,0.010910498648760137,0.024050381940620202,0.0977510420653411,0.03300408192664734,0.22394096011029793,173366895
Hypersensitivity reaction,Germany,1000,0.016523025264761015,0.010910498648760137,0.024050381940620202,0.0977510420653411,0.03300408192664734,0.22394096011029793,173366895
Abdominal pain,Germany,1000,0.015932917219590982,0.01052083798273299,0.023191439728455197,0.09425993342015035,0.03182536471498137,0.21594306867778731,173366895
Proprioception abnormality,Germany,1000,0.015932917219590982,0.01052083798273299,0.023191439728455197,0.09425993342015035,0.03182536471498137,0.21594306867778731,173366895
Weight loss,Germany,1000,0.015932917219590982,0.01052083798273299,0.023191439728455197,0.09425993342015035,0.03182536471498137,0.21594306867778731,173366895
Dyspnoea,Germany,1000,0.014752701129250909,0.009741516650678694,0.02147355530412518,0.08727771612976884,0.029467930291649413,0.19994728581276605,173366895
Nystagmus,Germany,1000,0.014752701129250909,0.009741516650678694,0.02147355530412518,0.08727771612976884,0.029467930291649413,0.19994728581276605,173366895
Urine abnormalities NOS,Germany,1000,0.014752701129250909,0.009741516650678694,0.02147355530412518,0.08727771612976884,0.029467930291649413,0.19994728581276605,173366895
Proteinuria,Germany,1000,0.014162593084080872,0.009351855984651545,0.020614613091960172,0.08378660748457809,0.028289213079983434,0.1919493943802554,173366895
Central nervous system disorder NOS,Germany,1000,0.013572485038910835,0.0089621953186244,0.019755670879795167,0.08029549883938733,0.027110495868317458,0.18395150294774476,173366895
Haematuria,Germany,1000,0.013572485038910835,0.0089621953186244,0.019755670879795167,0.08029549883938733,0.027110495868317458,0.18395150294774476,173366895
Lameness,Germany,1000,0.013572485038910835,0.0089621953186244,0.019755670879795167,0.08029549883938733,0.027110495868317458,0.18395150294774476,173366895
Hyporeflexia,Germany,1000,0.012982376993740798,0.008572534652597252,0.01889672866763016,0.07680439019419658,0.02593177865665148,0.1759536115152341,173366895
Isosthenuria,Germany,1000,0.012982376993740798,0.008572534652597252,0.01889672866763016,0.07680439019419658,0.02593177865665148,0.1759536115152341,173366895
Cognitive disorder NOS,Germany,1000,0.012392268948570763,0.008182873986570104,0.018037786455465152,0.07331328154900582,0.024753061444985503,0.16795572008272347,173366895
Inappropriate urination,Germany,1000,0.012392268948570763,0.008182873986570104,0.018037786455465152,0.07331328154900582,0.024753061444985503,0.16795572008272347,173366895
Injection site pain,Germany,1000,0.012392268948570763,0.008182873986570104,0.018037786455465152,0.07331328154900582,0.024753061444985503,0.16795572008272347,173366895
Involuntary defecation,Germany,1000,0.012392268948570763,0.008182873986570104,0.018037786455465152,0.07331328154900582,0.024753061444985503,0.16795572008272347,173366895
Neurological disorder NOS,Germany,1000,0.011802160903400725,0.007793213320542955,0.017178844243300143,0.06982217290381507,0.023574344233319527,0.1599578286502128,173366895
Oedema NOS,Germany,1000,0.011802160903400725,0.007793213320542955,0.017178844243300143,0.06982217290381507,0.023574344233319527,0.1599578286502128,173366895
Elevated C-reactive protein,Germany,1000,0.01121205285823069,0.007403552654515808,0.016319902031135137,0.06633106425862431,0.022395627021653552,0.15195993721770215,173366895
Cystitis,Germany,1000,0.010621944813060653,0.00701389198848866,0.01546095981897013,0.06283995561343357,0.021216909809987573,0.14396204578519153,173366895
Erythema,Germany,1000,0.010621944813060653,0.00701389198848866,0.01546095981897013,0.06283995561343357,0.021216909809987573,0.14396204578519153,173366895
Bacterial skin infection,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Impaired consciousness,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Monocytosis,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Nausea,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Paralysis,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Thrombocytopenia,Germany,1000,0.010031836767890618,0.006624231322461511,0.014602017606805124,0.05934884696824281,0.020038192598321597,0.1359641543526809,173366895
Allergic oedema,Germany,1000,0.009441728722720581,0.006234570656434364,0.013743075394640116,0.055857738323052054,0.018859475386655625,0.12796626292017027,173366895
Haemorrhagic diarrhoea,Germany,1000,0.009441728722720581,0.006234570656434364,0.013743075394640116,0.055857738323052054,0.018859475386655625,0.12796626292017027,173366895
Neutrophilia,Germany,1000,0.009441728722720581,0.006234570656434364,0.013743075394640116,0.055857738323052054,0.018859475386655625,0.12796626292017027,173366895
Sleep disturbance NOS,Germany,1000,0.009441728722720581,0.006234570656434364,0.013743075394640116,0.055857738323052054,0.018859475386655625,0.12796626292017027,173366895
Abnormal ultrasound finding,Germany,1000,0.008851620677550544,0.005844909990407217,0.012884133182475107,0.05236662967786131,0.017680758174989646,0.11996837148765961,173366895
Aggression,Germany,1000,0.008851620677550544,0.005844909990407217,0.012884133182475107,0.05236662967786131,0.017680758174989646,0.11996837148765961,173366895
Immune mediated haemolytic anaemia,Germany,1000,0.008261512632380508,0.0054552493243800685,0.012025190970310101,0.04887552103267055,0.01650204096332367,0.11197048005514897,173366895
Lymphadenopathy,Germany,1000,0.008261512632380508,0.0054552493243800685,0.012025190970310101,0.04887552103267055,0.01650204096332367,0.11197048005514897,173366895
Pale mucous membrane,Germany,1000,0.008261512632380508,0.0054552493243800685,0.012025190970310101,0.04887552103267055,0.01650204096332367,0.11197048005514897,173366895
Desquamation,Germany,1000,0.007671404587210473,0.005065588658352921,0.011166248758145094,0.0453844123874798,0.015323323751657692,0.10397258862263835,173366895
Elevated serum lipids,Germany,1000,0.007671404587210473,0.005065588658352921,0.011166248758145094,0.0453844123874798,0.015323323751657692,0.10397258862263835,173366895
Loss of consciousness,Germany,1000,0.007671404587210473,0.005065588658352921,0.011166248758145094,0.0453844123874798,0.015323323751657692,0.10397258862263835,173366895
Adipsia,Germany,1000,0.007081296542040436,0.004675927992325773,0.010307306545980086,0.04189330374228904,0.014144606539991717,0.0959746971901277,173366895
Anaphylaxis,Germany,1000,0.007081296542040436,0.004675927992325773,0.010307306545980086,0.04189330374228904,0.014144606539991717,0.0959746971901277,173366895
General pain,Germany,1000,0.007081296542040436,0.004675927992325773,0.010307306545980086,0.04189330374228904,0.014144606539991717,0.0959746971901277,173366895
Cough,Germany,1000,0.006491188496870399,0.004286267326298626,0.00944836433381508,0.03840219509709829,0.01296588932832574,0.08797680575761704,173366895
Elevated aspartate aminotransferase (AST),Germany,1000,0.006491188496870399,0.004286267326298626,0.00944836433381508,0.03840219509709829,0.01296588932832574,0.08797680575761704,173366895
Hypercalcaemic condition,Germany,1000,0.006491188496870399,0.004286267326298626,0.00944836433381508,0.03840219509709829,0.01296588932832574,0.08797680575761704,173366895
Hyperphosphataemia,Germany,1000,0.006491188496870399,0.004286267326298626,0.00944836433381508,0.03840219509709829,0.01296588932832574,0.08797680575761704,173366895
Bone and joint disorder NOS,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Deafness,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Hypoalbuminaemia,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Increased appetite,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Lymphopenia,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Renal insufficiency,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Urinary tract infection,Germany,1000,0.005901080451700362,0.0038966066602714776,0.008589422121650071,0.03491108645190753,0.011787172116659764,0.0799789143251064,173366895
Abnormal radiograph finding,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Disorder of red blood cell NOS,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Hyperaesthesia,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Injection site oedema,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Tachycardia,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Thrombocytosis,Germany,1000,0.0053109724065303265,0.00350694599424433,0.007730479909485065,0.031419977806716785,0.010608454904993786,0.07198102289259577,173366895
Impaired vision,Germany,1000,0.004720864361360291,0.003117285328217182,0.006871537697320058,0.027928869161526027,0.009429737693327812,0.06398313146008514,173366895
Increased percentage reticulocytes,Germany,1000,0.004720864361360291,0.003117285328217182,0.006871537697320058,0.027928869161526027,0.009429737693327812,0.06398313146008514,173366895
Lying down,Germany,1000,0.004720864361360291,0.003117285328217182,0.006871537697320058,0.027928869161526027,0.009429737693327812,0.06398313146008514,173366895
Splenic neoplasm NOS,Germany,1000,0.004720864361360291,0.003117285328217182,0.006871537697320058,0.027928869161526027,0.009429737693327812,0.06398313146008514,173366895
Circulatory shock,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Cranial nerve disorder,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Digestive tract hypermotility,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Elevated creatine-kinase (CK),Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Eosinophilia,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Hypoproteinaemia,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Impaired hearing,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Oral haemorrhage,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Skin disorders NOS,Germany,1000,0.004130756316190254,0.0027276246621900343,0.006012595485155051,0.024437760516335276,0.008251020481661835,0.05598524002757448,173366895
Abnormal posture NOS,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Circulatory disorder NOS,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Diabetes mellitus,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Distension of abdomen,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Elevated globulins,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Epistaxis,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Gastroenteritis,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Inappropriate defecation,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Intervertebral disc disease,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Localised pain NOS,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Polycythaemia,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Renal disorder NOS,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Urolithiasis,Germany,1000,0.003540648271020218,0.0023379639961628863,0.005153653272990043,0.02094665187114452,0.007072303269995858,0.04798734859506385,173366895
Abnormal stool colouration,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Arthrosis,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Decreased mean corpuscular volume (MCV),Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Decreased percentage of reticulocytes,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
"Flatulence, bloating and distension",Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Gastritis,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Gingival disorder,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Hepato-biliary neoplasm NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Hyperglycaemia,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Hyperkalaemia,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Hypoglycaemia,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Injection site necrosis,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Melaena,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Mental confusion,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Muscle stiffness,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Neoplasia NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Neuromuscular disorder NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Neutropenia,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Pigmentation disorder,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Pulmonary oedema,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Skin lesion NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Skin oedema,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Skin ulceration,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Spleen rupture,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Stomatitis,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Stranguria,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Systemic disorder NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Trauma NOS,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Urinary retention,Germany,1000,0.002950540225850181,0.0019483033301357388,0.004294711060825036,0.017455543225953767,0.005893586058329882,0.0399894571625532,173366895
Abdominal cavity haemorrhage,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Abnormal movement NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Abnormal thyroid stimulating hormone (TSH),Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Arrhythmia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Aural haematoma,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Bilirubinuria,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Dermal mass,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Dysphagia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Elevated mean corpuscular volume (MCV),Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Elevated total bilirubin,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Exercise intolerance,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Fluid in abdomen,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Haemolytic anaemia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Haemorrhage NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Hypertonia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Hypothyroidism,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Immune mediated thrombocytopenia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Increased urine concentration,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Injection site alopecia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Injection site inflammation,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Injection site lesion,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Jaundice,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Joint pain NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Lipoma,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Loss of condition,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Mental impairment NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Metritis,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Otitis NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Pinnal irritation,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Pneumonia,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Sexual disorder NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Skin and/or appendage neoplasm NOS,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Skin textural change,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Splenomegaly,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Urticaria,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Weight gain,Germany,1000,0.0023604321806801453,0.001558642664108591,0.003435768848660029,0.013964434580763014,0.004714868846663906,0.03199156573004257,173366895
Arthropathy NOS,Germany,1000,0.001770324135510109,0.0011689819980814432,0.0025768266364950216,0.01047332593557226,0.003536151634997929,0.023993674297531926,173366895
