Case_number,AER_form,Reporter,Country,Gender,Species,Breed,Drug,Reaction,Animals_affected,Animals_treated,Animals_died,date,source_file,year
FR-ANMV-12 CPVL 00960,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=326269&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Retriever - Labrador,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), RILEXINE POUDRE INJECTABLE 1 G, VETERGESIC MULTIDOSE, 0.3MG/ML, SOLUTION FOR INJECTION FOR DOGS AND CATS",Haemorrhagic diarrhoea,1,1,NA,2012-09-18T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 01020,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=314124&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Boxer (German Boxer),"IMALGENE 1000, IMALGENE 1000 100MG/ML ΕΝΕΣΙΜΟ ΔΙΑΛΥΜΑ, Imalgene 1000 100 mg/ ml solução injetável para cães e gatos, Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Narcostart (Sedastart) 1 mg/ml solution for injection for cats and dogs, Synulox sospensione iniettabile 140 mg/ml + 35 mg/ml per suini, bovini, cani e gatti, VETERGESIC MULTIDOSE, 0.3MG/ML, SOLUTION FOR INJECTION FOR DOGS AND CATS","Epileptic seizure, Hypersalivation, Staggering",1,1,NA,2012-06-12T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 01049,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=328860&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Saint Bernard Dog,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anaemia NOS, Elevated blood urea nitrogen (BUN), Elevated creatinine, Gum bruising, Oral bleeding",1,1,NA,2012-10-12T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 01191,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=327358&_xt=AER&_xf=pdf""> AER </a>",Unknown,France,FEMALE,Dog,Bichon Frise,Metacam 1.5 mg/ml - Oral suspension (dogs),Vomiting,1,1,NA,2012-09-27T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 01817,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=326038&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Chihuahua,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Facial oedema, Localised itching",1,1,NA,2012-09-17T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 02179,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=331830&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Sheepdog - Beauce (Beauceron),"CLAVASEPTIN 500MG PALATABLE TABLETS FOR DOGS, Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anuria, Death, Elevated blood urea nitrogen (BUN), Elevated creatinine, Renal failure, Vomiting",1,1,1,2012-11-05T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 02335,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=339710&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Retriever - Labrador,"Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses)","Amaurosis (see also PT Impaired vision), Ataxia, Mydriasis, Vomiting",1,1,NA,2012-11-26T00:00:00Z,2012_eudra_metacam.csv,2012
FR-ANMV-12 CPVL 02373,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=343801&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Retriever - Labrador,"CARPRODYL F 100 MG COMPRIME POUR CHIENS, Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Decubitus, Hyperthermia, Injection site oedema, Oedema of the extremities (see also other SOCs for most applicable oedema), Pain NOS, Polydipsia, Polypnoea, Polyuria",1,1,1,2012-12-17T00:00:00Z,2012_eudra_metacam.csv,2012
FR-BAH-2012-134115,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=323051&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Crossbred Canine/dog,"BAYTRIL S 250 MG, MARBO FD, MARBOCYL FD 10MG/ML ΚΟΝΙΣ ΚΑΙ ΔΙΑΛΥΤΗΣ ΓΙΑ ΕΝΕΣΙΜΟ ΔΙΑΛΥΜΑ, MARBOCYL FD, Lyofilizát a rozpouštědlo pro injekční roztok, Marbocyl FD, süstelahuse pulber ja lahusti, Metacam 2.5 mg - Chewable tablet (dogs)","Death by euthanasia, Hyperactivity, Hyperthermia, Nystagmus, Ptyalism, Tetany",1,1,1,2012-08-23T00:00:00Z,2012_eudra_metacam.csv,2012
FR-DEBIAHP-2012FR00055,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=304805&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Unknown,Metacam 1.5 mg/ml - Oral suspension (dogs),"Blood in faeces, Death by euthanasia, Elevated liver enzymes NOS, Gastric dilation, Haemorrhagic gastroenteritis, Hypoproteinaemia",1,1,1,2012-04-10T00:00:00Z,2012_eudra_metacam.csv,2012
FR-EURO25PV-120176,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=324780&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Rottweiler,"Comfortan 10 mg/ml Solution injectable, Comfortan 10 mg/ml solution for injection for dogs and cats, IMALGENE 1000, IMALGENE 1000 100MG/ML ΕΝΕΣΙΜΟ ΔΙΑΛΥΜΑ, Imalgene 1000 100 mg/ ml solução injetável para cães e gatos, Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), RILEXINE POUDRE INJECTABLE 1 G, SEDATOR, 1.0 mg/ml, solution for injection for cats and dogs, Sedator, 1.0 mg/ml, solution for injection for cats and dogs","Cardiac arrest, Respiratory arrest, Tachycardia",1,1,NA,2012-09-05T00:00:00Z,2012_eudra_metacam.csv,2012
FR-FRMERIAL-11FR000825,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=292083&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,FEMALE,Dog,Bichon Frise,"Metacam 0.5 mg/ml - Oral suspension (cats, guinea pigs), Metacam 0.5 mg/ml - Oral suspension (dogs), Metacam 1 mg - Chewable tablet (dogs), Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 15 mg/ml - Oral suspension (horses), Metacam 15 mg/ml - Oral suspension (pigs), Metacam 2 mg/ml - Solution for injection (cats), Metacam 2.5 mg - Chewable tablet (dogs), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Ataxia, Lethargy (see also Central nervous system depression in Neurological), Localised pain NOS (see other SOCs for specific pain), Neurological signs NOS, Panting, Proprioception deficit",1,1,NA,2012-01-13T00:00:00Z,2012_eudra_metacam.csv,2012
FR-NLINTVINT-2012-FR-00188,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=308024&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,MALE,Dog,Bulldog - French,"DERMIPRED 10 MG TABLETS FOR DOGS, Metacam 1 mg - Chewable tablet (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), PHOSPHALUVET GEL ORAL, SOLU-MEDROL 40 MG, Zitac vet 100 mg tablet for dogs","Apathy, Cutaneous oedema, Death, Eruption, Gastroenteritis, Haemorrhagic diarrhoea, Hyperthermia, Injection site lump, Injection site pain, Vomiting",1,1,1,2012-04-30T00:00:00Z,2012_eudra_metacam.csv,2012
FR-VETOQUINOL-6787/7047/FR  / 12 VTQL 00026,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=293382&_xt=AER&_xf=pdf""> AER </a>",Veterinarian,France,UNKNOWN,Dog,Shih Tzu,"Cimalgex 8 mg - Chewable tablet, Metacam 2 mg/ml - Solution for injection (cats), Metacam 20 mg/ml - Solution for injection (cattle, pigs, horses), Metacam 40 mg/ml - Solution for injection (cattle, horses), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Cyanosis, Death, Pulmonary haemorrhage, Respiratory distress",1,1,1,2012-01-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2011UK00084,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=298427&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Bulldog,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Appetite loss, Found dead, Hyperthermia, Lethargy (see also Central nervous system depression in Neurological), Vomiting",1,1,1,2012-02-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2011UK00117,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=296416&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Dogue de Bordeaux,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Death, Dyspnoea, Lethargy (see also Central nervous system depression in Neurological), Perinatal mortality NOS",13,13,13,2012-02-13T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2011UK00149,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=294762&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Bichon Frise,Metacam 1.5 mg/ml - Oral suspension (dogs),"Appetite loss, Cyanosis, Death, Elevated renal parameters, Haematemesis, Haemorrhagic diarrhoea, Oral ulceration, Seizure NOS",1,1,1,2012-02-03T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2011UK00334,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=294763&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Terrier - West Highland White,"Dexadreson 2 mg/ml solution for injection, Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Acute renal failure, Circulatory shock, Death by euthanasia, Elevated renal parameters, Emesis, Hypothermia, Retching",1,1,1,2012-02-03T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2011UK00364,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=292725&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Chihuahua,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs), Sedastart 1 mg/ml oplossing voor injectie voor honden en katten, Sedastop 5 mg/ml oplossing voor injectie voor honden en katten","Acute renal failure, Anorexia, Anuria, Death by euthanasia, Depression, Diarrhoea, Hind limb ataxia, Hypothermia, Polyuria, Pyrexia, Vomiting",1,1,1,2012-01-20T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00019,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=292710&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Terrier - Border,"Ceporex 250 mg tablets, voor honden, Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Anaemia NOS, Jaundice, Lethargy (see also Central nervous system depression in Neurological), Melaena, Restlessness, Weakness",1,1,NA,2012-01-20T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00020,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=292909&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Greyhound,"Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Dehydration, Dullness, Elevated renal parameters, Lethargy (see also Central nervous system depression in Neurological), Not drinking, Not eating",3,3,NA,2012-01-20T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00021,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=293761&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Crossbred Canine/dog,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Haemorrhagic diarrhoea, Vomiting",1,1,NA,2012-01-27T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00028,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=294760&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Unknown,"Convenia 80 mg/ml  - Powder and solvent for solution for injection, Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)",Death by euthanasia,1,1,1,2012-02-03T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00041,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=297303&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Spaniel - Cocker American,"Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Elevated liver enzymes NOS, Hepatic tumour, Inappetence, Jaundice, Weight loss",1,1,NA,2012-02-17T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00042,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=297299&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Mountain Dog - Bernese,Metacam 1.5 mg/ml - Oral suspension (dogs),"Paddling, Tonic-clonic seizure",1,1,NA,2012-02-17T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00053,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=298415&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Collie - Border,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anorexia, Death by euthanasia, Musculoskeletal pain, Pallor, Pulmonary haemorrhage, Respiratory distress",1,1,1,2012-02-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00057,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=298417&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Retriever - Labrador,"Cartrophen Vet 100 mg/ml Solution for Injection., Metacam 1.5 mg/ml - Oral suspension (dogs), Nobivac Lepto 2 Suspension for Injection for Dogs, Previcox 227 mg - Chewable tablet","Anorexia, Cardiac murmur, Death by euthanasia, Diarrhoea, Emesis, Renal failure",1,1,1,2012-02-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00058,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=298420&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,MALE,Dog,Spaniel - King Charles,"Cartrophen Vet 100 mg/ml Solution for Injection., Metacam 1.5 mg/ml - Oral suspension (dogs), Metacam 5 mg/ml - Solution for injection (cats, dogs), Metacam 5 mg/ml - Solution for injection (cattle, pigs), Metacam 5 mg/ml - Solution for injection (dogs)","Collapse NOS (see also Cardio-vascular and Neurological disorders), Death by euthanasia, Decreased appetite, Dehydration, Elevated renal parameters, Emesis, Lung sound, Polydipsia, Polyuria",1,1,1,2012-02-24T00:00:00Z,2012_eudra_metacam.csv,2012
GB-DEBIAHP-2012UK00068,"<a target=""_blank""  href=""/xmlpserver/EVVET3 PW NEW/Subject Area Contents/Public Website/Report (PDF)/AER.xdo?_xpf=&_xpt=1&_params%2FOracle%20BI%20EE%3A%3ADefaultApp%3A%3AEVVET3%20PR%20NEW%2FAER%3A%3Adimension%2FAER%20Id%3A%3Aattribute%3A%3Anoaggr%3A%3Axsd%3Adouble=301512&_xt=AER&_xf=pdf""> AER </a>",Other health care professional,United Kingdom,FEMALE,Dog,Crossbred Canine/dog,Metacam 1.5 mg/ml - Oral suspension (dogs),"Anorexia, Death by euthanasia, Lethargy (see also Central nervous system depression in Neurological), Not drinking, Off colour, Weight loss",1,1,1,2012-03-16T00:00:00Z,2012_eudra_metacam.csv,2012
